,price,location,total_sqft,bhk,bath
1744,6000000.0,"Sector 88, Faridabad, Delhi NCR",1661.0,3.0,3.0
1745,7600000.0,"Sector 88, Faridabad, Delhi NCR",1900.0,4.0,4.0
1746,4250000.0,"Sector 88, Faridabad, Delhi NCR",1250.0,2.0,2.0
1747,7200000.0,"Sector 88, Faridabad, Delhi NCR",2032.0,3.0,3.0
1748,4200000.0,"Sector 88, Faridabad, Delhi NCR",1260.0,2.0,2.0
1749,8890000.0,"Sector 88, Faridabad, Delhi NCR",2190.0,3.0,3.0
1750,5600000.0,"Sector 88, Faridabad, Delhi NCR",1565.0,3.0,4.0
1751,6900000.0,"Sector 88, Faridabad, Delhi NCR",1862.0,3.0,3.0
1752,4800000.0,"Sector 88, Faridabad, Delhi NCR",1250.0,2.0,2.0
1753,7200000.0,"Sector 88, Faridabad, Delhi NCR",1791.0,3.0,3.0
1754,5740000.0,"Sector 88, Faridabad, Delhi NCR",1339.0,2.0,2.0
1755,8000000.0,"Sector 88, Faridabad, Delhi NCR",1862.0,3.0,3.0
1756,4500000.0,"Sector 89, Faridabad, Delhi NCR",1268.0,2.0,2.0
1757,6700000.0,"Sector 89, Faridabad, Delhi NCR",1600.0,3.0,3.0
1758,4000000.0,"Sector 89, Faridabad, Delhi NCR",1268.0,2.0,2.0
1759,4000000.0,"Sector 89, Faridabad, Sector 89, Faridabad, Delhi NCR",1080.0,3.0,2.0
1760,7450000.0,"Sector 89, Faridabad, Sector 89, Faridabad, Delhi NCR",1670.0,3.0,3.0
1761,2700000.0,"Sector 89, Faridabad, Sector 89, Faridabad, Delhi NCR",645.0,3.0,2.0
1762,3200000.0,"Sector 90, Gurgaon, Delhi NCR",690.0,2.0,2.0
1763,5500000.0,"Sector 90, Gurgaon, Delhi NCR",1300.0,2.0,2.0
1764,5600000.0,"Sector 90, Gurgaon, Delhi NCR",1300.0,2.0,2.0
1765,5200000.0,"Sector 90, Gurgaon, Delhi NCR",1300.0,2.0,2.0
1766,13000000.0,"Sector 90, Gurgaon, Delhi NCR",2727.0,4.0,3.0
1767,9000000.0,"Sector 90, Gurgaon, Delhi NCR",1875.0,3.0,3.0
1768,6500000.0,"Sector 90, Gurgaon, Delhi NCR",1300.0,2.0,2.0
1769,8800000.0,"Sector 90, Gurgaon, Sector 90, Gurgaon, Delhi NCR",1930.0,3.0,3.0
1770,9500000.0,"Sector 90, Gurgaon, Sector 90, Gurgaon, Delhi NCR",1720.0,3.0,3.0
1771,2710000.0,"Sector 90, Gurgaon, Sector 90, Gurgaon, Delhi NCR",526.0,2.0,2.0
1772,7000000.0,"Sector 91, Gurgaon, Delhi NCR",1618.0,2.0,2.0
1773,8930000.0,"Sector 91, Gurgaon, Delhi NCR",1930.0,3.0,3.0
1774,9500000.0,"Sector 92, Gurgaon, Delhi NCR",1955.0,4.0,4.0
1775,5000000.0,"Sector 92, Gurgaon, Delhi NCR",1000.0,2.0,2.0
1776,6800000.0,"Sector 92, Gurgaon, Delhi NCR",1560.0,3.0,2.0
1777,4600000.0,"Sector 92, Gurgaon, Delhi NCR",1000.0,2.0,2.0
1778,9500000.0,"Sector 92, Gurgaon, Delhi NCR",1935.0,3.0,4.0
1779,6000000.0,"Sector 92, Gurgaon, Delhi NCR",1345.0,2.0,2.0
1780,7000000.0,"Sector 92, Gurgaon, Delhi NCR",1565.0,3.0,2.0
1781,9000000.0,"Sector 92, Gurgaon, Delhi NCR",1851.0,3.0,4.0
1782,4800000.0,"Sector 92, Gurgaon, Delhi NCR",1000.0,3.0,2.0
1783,6500000.0,"Sector 92, Gurgaon, Delhi NCR",1320.0,2.0,2.0
1784,5400000.0,"Sector 92, Gurgaon, Delhi NCR",1183.0,3.0,2.0
1785,5400000.0,"Sector 92, Gurgaon, Delhi NCR",1184.0,3.0,2.0
1786,7500000.0,"Sector 92, Gurgaon, Delhi NCR",1415.0,3.0,3.0
1787,4400000.0,"Sector 92, Gurgaon, Delhi NCR",1000.0,2.0,2.0
1788,6300000.0,"Sector 92, Gurgaon, Sector 92, Gurgaon, Delhi NCR",1454.0,3.0,3.0
1789,5500000.0,"Sector 92, Gurgaon, Sector 92, Gurgaon, Delhi NCR",1320.0,2.0,2.0
1790,6000000.0,"Sector 92, Gurgaon, Sector 92, Gurgaon, Delhi NCR",1469.0,3.0,3.0
1791,5400000.0,"Sector 92, Gurgaon, Sector 92, Gurgaon, Delhi NCR",1320.0,2.0,2.0
1792,5200000.0,"Sector 92, Gurgaon, Sector 92, Gurgaon, Delhi NCR",1320.0,2.0,2.0
1793,7000000.0,"Sector 92, Gurgaon, Sector 92, Gurgaon, Delhi NCR",1770.0,3.0,3.0
1794,8500000.0,"Sector 95, Gurgaon, Delhi NCR",1910.0,3.0,3.0
1795,8200000.0,"Sector 95, Gurgaon, Delhi NCR",1910.0,3.0,3.0
1796,5000000.0,"Sector 95, Gurgaon, Delhi NCR",990.0,2.0,2.0
1797,8000000.0,"Sector 95, Gurgaon, Delhi NCR",2000.0,4.0,3.0
1798,9500000.0,"Sector 95, Gurgaon, Delhi NCR",1785.0,3.0,3.0
1799,13500000.0,"Sector 99, Gurgaon, Delhi NCR",2425.0,4.0,4.0
1800,9900000.0,"Sector 99, Gurgaon, Delhi NCR",1685.0,3.0,3.0
1801,11000000.0,"Sector 99, Gurgaon, Delhi NCR",1865.0,3.0,3.0
1802,6200000.0,"Sector MU, Greater Noida, Delhi NCR",1500.0,3.0,2.0
1803,7000000.0,"Sector MU, Greater Noida, Delhi NCR",1900.0,3.0,3.0
1804,6200000.0,"Sector MU, Greater Noida, Delhi NCR",1700.0,3.0,2.0
1805,4300000.0,"Sector MU, Greater Noida, Delhi NCR",1120.0,2.0,2.0
1806,5200000.0,"Sector-Pi, Greater Noida, Delhi NCR",1050.0,2.0,3.0
1807,4500000.0,"Sector-Pi, Greater Noida, Delhi NCR",1590.0,3.0,2.0
1808,4000000.0,"Sector-Pi, Greater Noida, Delhi NCR",1300.0,3.0,2.0
1809,6500000.0,"Sector-Pi, Greater Noida, Delhi NCR",1751.0,3.0,3.0
1810,3200000.0,"Sector-Pi, Greater Noida, Delhi NCR",742.0,2.0,2.0
1811,5500000.0,"Shahdara, New Delhi - East, Delhi NCR",900.0,3.0,2.0
1812,6820000.0,"Shahdara, New Delhi - East, Delhi NCR",1170.0,3.0,2.0
1813,11500000.0,"Shahdara, New Delhi - East, Delhi NCR",1900.0,3.0,3.0
1814,7500000.0,"Shahdara, New Delhi - East, Delhi NCR",1250.0,3.0,2.0
1815,5310000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",1100.0,3.0,2.0
1816,5310000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",1100.0,3.0,2.0
1817,5900000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",1150.0,3.0,2.0
1818,3900000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",950.0,2.0,2.0
1819,4500000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
1820,6700000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",1400.0,3.0,2.0
1821,3400000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",800.0,2.0,2.0
1822,5000000.0,"Shakti Khand 4, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
1823,5000000.0,"Shakti Khand 4, Ghaziabad, Delhi NCR",900.0,3.0,3.0
1824,6800000.0,"Shakti Khand 4, Ghaziabad, Delhi NCR",1200.0,3.0,3.0
1825,5500000.0,"Shakti Khand 4, Ghaziabad, Delhi NCR",1008.0,3.0,3.0
1826,8000000.0,"Shakti Khand 4, Ghaziabad, Delhi NCR",1500.0,4.0,3.0
1827,3500000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1050.0,2.0,2.0
1828,4300000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1150.0,2.0,2.0
1829,3200000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
1830,4100000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1200.0,2.0,2.0
1831,6500000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1600.0,4.0,3.0
1833,3600000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",900.0,2.0,2.0
1834,3200000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",800.0,2.0,2.0
1836,3690000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1088.0,2.0,2.0
1837,4500000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1150.0,3.0,2.0
1838,3500000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
1839,3600000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1088.0,2.0,2.0
1840,3200000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",940.0,2.0,2.0
1841,4730000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1200.0,3.0,2.0
1842,3400000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",940.0,2.0,2.0
1843,3200000.0,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",950.0,2.0,2.0
1844,5440000.0,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",1400.0,3.0,2.0
1845,2800000.0,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",850.0,2.0,2.0
1846,4500000.0,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",1200.0,3.0,2.0
1847,3900000.0,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
1848,3500000.0,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",900.0,2.0,2.0
1849,3000000.0,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",825.0,2.0,2.0
1850,3000000.0,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",760.0,2.0,2.0
1852,3300000.0,"Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",950.0,2.0,2.0
1853,3200000.0,"Shalimar garden, Ghaziabad, Delhi NCR",900.0,2.0,2.0
1854,3500000.0,"Shalimar garden, Ghaziabad, Delhi NCR",900.0,2.0,2.0
1855,2800000.0,"Shalimar garden, Ghaziabad, Delhi NCR",700.0,2.0,2.0
1856,3800000.0,"Shalimar garden, Ghaziabad, Delhi NCR",1100.0,2.0,2.0
1857,3500000.0,"Shalimar garden, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
1858,3500000.0,"Shalimar garden, Ghaziabad, Delhi NCR",850.0,2.0,2.0
1859,3500000.0,"Shalimar garden, Ghaziabad, Delhi NCR",950.0,2.0,2.0
1860,4100000.0,"Shipra Suncity, Ghaziabad, Delhi NCR",760.0,2.0,2.0
1861,4300000.0,"Shipra Suncity, Ghaziabad, Delhi NCR",800.0,2.0,2.0
1862,6700000.0,"Shipra Suncity, Ghaziabad, Delhi NCR",1275.0,2.0,2.0
1863,7300000.0,"Shipra Suncity, Ghaziabad, Delhi NCR",1375.0,3.0,3.0
1864,4180000.0,"Shipra Suncity, Ghaziabad, Delhi NCR",760.0,2.0,2.0
1865,4200000.0,"Shipra Suncity, Ghaziabad, Delhi NCR",760.0,2.0,2.0
1867,3650000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770.0,2.0,2.0
1868,3600000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770.0,2.0,2.0
1869,6000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1155.0,2.0,2.0
1870,3550000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770.0,2.0,2.0
1871,6000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1175.0,2.0,2.0
1872,4500000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",970.0,2.0,2.0
1873,4500000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",955.0,2.0,2.0
1874,11000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",2200.0,4.0,4.0
1875,6800000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1380.0,3.0,2.0
1876,6000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1155.0,2.0,2.0
1877,7000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1400.0,3.0,3.0
1878,3520000.0000000005,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770.0,2.0,2.0
1879,4700000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",970.0,2.0,2.0
1881,3550000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770.0,2.0,2.0
1882,7000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1380.0,3.0,3.0
1883,4500000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",975.0,2.0,2.0
1885,3800000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770.0,2.0,2.0
1886,6000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1250.0,2.0,2.0
1887,6000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1155.0,2.0,2.0
1889,6800000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1340.0,3.0,2.0
1890,7000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1340.0,3.0,2.0
1891,4000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770.0,2.0,2.0
1892,5000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",970.0,2.0,2.0
1893,4950000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",970.0,2.0,2.0
1895,6200000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1175.0,3.0,3.0
1896,7200000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1380.0,3.0,2.0
1897,6000000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",1155.0,2.0,2.0
1898,5200000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",1155.0,2.0,2.0
1899,10500000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",2085.0,3.0,4.0
1900,4500000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",970.0,2.0,2.0
1901,7900000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",1525.0,3.0,3.0
1902,6800000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",1350.0,3.0,3.0
1903,5000000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",970.0,2.0,2.0
1904,5090000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",998.0,2.0,2.0
1905,8109999.999999999,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",1690.0,3.0,3.0
1906,15000000.0,"Sohna Road, Gurgaon, Delhi NCR",2000.0,3.0,3.0
1907,12000000.0,"Sohna Road, Gurgaon, Delhi NCR",1450.0,3.0,3.0
1908,15000000.0,"Sohna Road, Gurgaon, Delhi NCR",2264.0,4.0,4.0
1909,4000000.0,"Sohna Road, Gurgaon, Delhi NCR",585.0,2.0,2.0
1910,11000000.0,"Sohna Road, Gurgaon, Delhi NCR",1720.0,3.0,3.0
1911,13000000.0,"Sohna Road, Gurgaon, Delhi NCR",2082.0,3.0,3.0
1912,10000000.0,"Sohna Road, Gurgaon, Delhi NCR",1550.0,2.0,2.0
1913,14000000.0,"Sohna Road, Gurgaon, Delhi NCR",1720.0,3.0,3.0
1914,6000000.0,"Sohna, Gurgaon, Delhi NCR",1264.0,2.0,2.0
1915,6000000.0,"Sohna, Gurgaon, Delhi NCR",1270.0,2.0,2.0
1916,6000000.0,"Sohna, Gurgaon, Delhi NCR",1264.0,2.0,2.0
1917,8250000.0,"Sohna, Gurgaon, Delhi NCR",1657.0,3.0,3.0
1918,17500000.0,"South City 1, Gurgaon, Delhi NCR",2100.0,3.0,3.0
1919,17500000.0,"South City 1, Gurgaon, Delhi NCR",2100.0,3.0,3.0
1920,29900000.000000004,"South City 1, Gurgaon, Delhi NCR",3500.0,5.0,5.0
1921,18500000.0,"South City 1, Gurgaon, Delhi NCR",2100.0,3.0,3.0
1922,4200000.0,"Surajpur, Greater Noida, Delhi NCR",1050.0,2.0,2.0
1923,2900000.0,"Surajpur, Greater Noida, Delhi NCR",895.0,2.0,2.0
1924,6500000.0,"Surajpur, Greater Noida, Delhi NCR",1850.0,3.0,2.0
1925,5700000.0,"Surajpur, Greater Noida, Delhi NCR",1595.0,3.0,3.0
1926,3500000.0,"Surajpur, Greater Noida, Delhi NCR",995.0,2.0,2.0
1927,3500000.0,"Surajpur, Greater Noida, Delhi NCR",900.0,2.0,2.0
1928,14500000.0,"Surya Nagar, Ghaziabad, Delhi NCR",2100.0,3.0,2.0
1929,5500000.0,"Surya Nagar, Ghaziabad, Delhi NCR",920.0,2.0,2.0
1930,6000000.0,"Surya Nagar, Ghaziabad, Delhi NCR",940.0,2.0,2.0
1931,10000000.0,"Sushant Lok 1, Gurgaon, Delhi NCR",994.0,2.0,2.0
1932,15500000.0,"Sushant Lok 1, Gurgaon, Delhi NCR",1470.0,3.0,3.0
1933,16500000.0,"Sushant Lok 1, Gurgaon, Delhi NCR",1600.0,3.0,2.0
1934,17000000.0,"Sushant Lok 1, Gurgaon, Delhi NCR",1800.0,3.0,3.0
1935,24500000.0,"Sushant Lok 1, Gurgaon, Delhi NCR",2400.0,4.0,4.0
1936,22500000.0,"Sushant Lok 1, Gurgaon, Delhi NCR",2000.0,3.0,3.0
1937,12600000.0,"Sushant Lok 2, Gurgaon, Delhi NCR",1750.0,3.0,3.0
1938,13000000.0,"Sushant Lok 2, Gurgaon, Delhi NCR",1700.0,3.0,3.0
1939,6250000.0,"Sushant Lok 2, Gurgaon, Delhi NCR",900.0,2.0,2.0
1940,10000000.0,"Sushant Lok 2, Gurgaon, Delhi NCR",1350.0,3.0,3.0
1941,17000000.0,"Sushant Lok 2, Gurgaon, Delhi NCR",2200.0,4.0,4.0
1942,4900000.0,"Tech Zone, Greater Noida, Delhi NCR",1390.0,3.0,2.0
1943,8500000.0,"Tech Zone, Greater Noida, Delhi NCR",1766.0,3.0,4.0
1944,3200000.0,"Tech Zone, Greater Noida, Delhi NCR",895.0,2.0,2.0
1945,3800000.0,"Tech Zone, Greater Noida, Delhi NCR",1010.0,2.0,2.0
1946,3350000.0,"Tech Zone, Greater Noida, Tech Zone, Greater Noida, Delhi NCR",995.0,2.0,2.0
1947,7000000.0,"Techzone 4, Greater Noida, Delhi NCR",1610.0,3.0,3.0
1948,4500000.0,"Techzone 4, Greater Noida, Delhi NCR",1125.0,2.0,2.0
1949,4900000.0,"Techzone 4, Greater Noida, Delhi NCR",1225.0,2.0,2.0
1951,3200000.0,"Techzone 4, Greater Noida, Delhi NCR",748.0,2.0,2.0
1952,5000000.0,"Techzone 4, Greater Noida, Delhi NCR",1195.0,2.0,2.0
1953,3300000.0,"Techzone 4, Greater Noida, Delhi NCR",880.0,2.0,2.0
1954,7000000.0,"Techzone 4, Greater Noida, Delhi NCR",1700.0,3.0,3.0
1955,6100000.0,"Techzone 4, Greater Noida, Delhi NCR",1430.0,3.0,2.0
1957,3850000.0,"Techzone 4, Greater Noida, Delhi NCR",955.0,2.0,2.0
1958,4800000.0,"Techzone 4, Greater Noida, Delhi NCR",1160.0,2.0,2.0
1959,6300000.0,"Techzone 4, Greater Noida, Delhi NCR",1545.0,3.0,3.0
1961,4600000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",1000.0,3.0,2.0
1962,6500000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",1350.0,4.0,2.0
1963,4000000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",855.0,3.0,2.0
1964,3500000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",741.0,3.0,2.0
1965,2700000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",550.0,2.0,2.0
1966,3250000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",700.0,2.0,2.0
1967,3700000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",720.0,3.0,2.0
1968,4500000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",900.0,2.0,2.0
1969,6100000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",1350.0,3.0,3.0
1970,4500000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",900.0,2.0,2.0
1971,6010000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",1125.0,2.0,2.0
1972,5000000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",1044.0,3.0,2.0
1973,4990000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",910.0,3.0,2.0
1974,3400000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",750.0,2.0,2.0
1975,3500000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",725.0,3.0,2.0
1976,4000000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",900.0,2.0,2.0
1977,4500000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",1000.0,3.0,2.0
1978,3200000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",594.0,2.0,2.0
1979,4600000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",900.0,2.0,2.0
1980,5000000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",1100.0,3.0,2.0
1981,6500000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",1350.0,7.0,4.0
1982,15000000.0,"Vaibhav Khand, Ghaziabad, Delhi NCR",3100.0,4.0,4.0
1983,7000000.0,"Vaibhav Khand, Ghaziabad, Delhi NCR",1450.0,2.0,2.0
1984,5500000.0,"Vaibhav Khand, Ghaziabad, Delhi NCR",1150.0,2.0,2.0
1985,5500000.0,"Vaibhav Khand, Ghaziabad, Delhi NCR",1200.0,2.0,2.0
1986,8500000.0,"Vaishali, Ghaziabad, Delhi NCR",1350.0,3.0,3.0
1987,6000000.0,"Vaishali, Ghaziabad, Delhi NCR",1050.0,2.0,2.0
1990,6500000.0,"Vaishali, Ghaziabad, Delhi NCR",1080.0,2.0,2.0
1991,11000000.0,"Vaishali, Ghaziabad, Delhi NCR",1800.0,4.0,3.0
1992,7809999.999999999,"Vaishali, Ghaziabad, Delhi NCR",1350.0,3.0,3.0
1993,8500000.0,"Vaishali, Ghaziabad, Delhi NCR",1400.0,2.0,3.0
1994,10000000.0,"Vaishali, Ghaziabad, Delhi NCR",1662.0,3.0,4.0
1995,14000000.0,"Vaishali, Ghaziabad, Delhi NCR",2175.0,3.0,3.0
1997,4940000.0,"Vaishali, Ghaziabad, Delhi NCR",900.0,2.0,2.0
1998,10000000.0,"Vaishali, Ghaziabad, Delhi NCR",1550.0,3.0,2.0
1999,7350000.0,"Vaishali, Ghaziabad, Delhi NCR",1200.0,2.0,2.0
2000,4100000.0,"Vaishali, Ghaziabad, Delhi NCR",650.0,2.0,2.0
2001,4220000.0,"Vaishali, Ghaziabad, Delhi NCR",800.0,2.0,2.0
2002,5000000.0,"Vaishali, Ghaziabad, Delhi NCR",950.0,2.0,2.0
2006,11000000.0,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1200.0,3.0,2.0
2007,8000000.0,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1000.0,2.0,2.0
2008,9200000.0,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1000.0,2.0,2.0
2009,9800000.0,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1150.0,3.0,2.0
2010,13000000.0,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1400.0,3.0,3.0
2012,6000000.0,"Vasundhara, Ghaziabad, Delhi NCR",1100.0,2.0,2.0
2016,7500000.0,"Vasundhara, Ghaziabad, Delhi NCR",1300.0,2.0,2.0
2017,5000000.0,"Vasundhara, Ghaziabad, Delhi NCR",1100.0,2.0,2.0
2018,7800000.0,"Vasundhara, Ghaziabad, Delhi NCR",1325.0,2.0,2.0
2019,9500000.0,"Vasundhara, Ghaziabad, Delhi NCR",1675.0,3.0,2.0
2020,9000000.0,"Vasundhara, Ghaziabad, Delhi NCR",1650.0,3.0,3.0
2021,10500000.0,"Vasundhara, Ghaziabad, Delhi NCR",1825.0,3.0,3.0
2022,3500000.0,"Vasundhara, Ghaziabad, Delhi NCR",700.0,2.0,2.0
2024,6950000.0,"Vasundhara, Ghaziabad, Delhi NCR",1264.0,2.0,2.0
2026,3800000.0,"Vasundhara, Ghaziabad, Delhi NCR",650.0,2.0,2.0
2027,5700000.0,"Vasundhara, Ghaziabad, Delhi NCR",950.0,3.0,2.0
2028,9000000.0,"Vikaspuri, New Delhi - West, Delhi NCR",1000.0,2.0,2.0
2029,11000000.0,"Vikaspuri, New Delhi - West, Delhi NCR",1200.0,3.0,2.0
2030,9100000.0,"Vikaspuri, New Delhi - West, Delhi NCR",1100.0,2.0,2.0
2031,9700000.0,"Vikaspuri, New Delhi - West, Delhi NCR",1000.0,2.0,2.0
2032,11200000.000000002,"Vikaspuri, New Delhi - West, Delhi NCR",1170.0,4.0,3.0
2033,8440000.0,"Vikaspuri, New Delhi - West, Delhi NCR",880.0,2.0,2.0
2034,12000000.0,"Vikaspuri, New Delhi - West, Delhi NCR",1300.0,3.0,2.0
2035,8900000.0,"Vikaspuri, New Delhi - West, Delhi NCR",900.0,3.0,3.0
2036,8700000.0,"Vikaspuri, New Delhi - West, Delhi NCR",950.0,2.0,2.0
2037,5400000.0,"Virender Nagar, New Delhi - West, Delhi NCR",900.0,2.0,2.0
2038,7000000.0,"Virender Nagar, New Delhi - West, Delhi NCR",1100.0,2.0,2.0
2039,5000000.0,"Virender Nagar, New Delhi - West, Delhi NCR",900.0,2.0,2.0
2040,2990000.0,"Wave City, Ghaziabad, Delhi NCR",840.0,2.0,2.0
2041,3000000.0,"Wave City, Ghaziabad, Delhi NCR",900.0,2.0,2.0
2042,3000000.0,"Wave City, Ghaziabad, Delhi NCR",900.0,2.0,2.0
2043,5800000.0,"Wave City, Ghaziabad, Delhi NCR",1682.0,3.0,3.0
2044,4700000.0,"Wave City, Ghaziabad, Delhi NCR",1423.0,3.0,2.0
2045,4000000.0,"Wave City, Ghaziabad, Delhi NCR",1200.0,2.0,2.0
2046,2800000.0,"Wave City, Ghaziabad, Delhi NCR",840.0,2.0,2.0
2047,4000000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1115.0,2.0,2.0
2048,4800000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1267.0,3.0,2.0
2049,4200000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1270.0,2.0,2.0
2050,6000000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1575.0,2.0,3.0
2051,7000000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1700.0,2.0,3.0
2052,4500000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1100.0,2.0,2.0
2053,3700000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1115.0,2.0,2.0
2054,4500000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1155.0,2.0,2.0
2055,3500000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",975.0,2.0,2.0
2056,3960000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1000.0,2.0,2.0
2057,5800000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1425.0,3.0,2.0
2058,3800000.0,"Yamuna Expressway, Greater Noida, Delhi NCR",1115.0,2.0,2.0
