,price,location,total_sqft,bhk,bath
779,2500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",800.0,2.0,2.0
780,3800000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",995.0,2.0,2.0
781,3700000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1150.0,2.0,2.0
782,3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",899.0,2.0,2.0
783,3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",899.0,2.0,2.0
784,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",995.0,2.0,2.0
785,3190000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
786,4000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1144.0,2.0,2.0
787,2650000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",795.0,2.0,2.0
788,3600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1075.0,2.0,2.0
789,3100000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",955.0,2.0,2.0
790,3900000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1180.0,2.0,2.0
791,3200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1041.0,2.0,2.0
793,3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",825.0,2.0,2.0
794,2700000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",830.0,2.0,2.0
795,5200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1465.0,3.0,2.0
797,2600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",850.0,2.0,2.0
798,4100000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1080.0,2.0,2.0
799,3200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",920.0,2.0,2.0
801,4200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1194.0,2.0,2.0
803,4200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1290.0,2.0,2.0
804,4000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1200.0,2.0,2.0
805,3060000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",875.0,2.0,2.0
806,3200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1010.0,2.0,2.0
807,4150000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1252.0,2.0,3.0
808,3100000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",980.0,2.0,2.0
810,2900000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",890.0,2.0,2.0
811,4030000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1080.0,2.0,2.0
812,2950000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",945.0,2.0,2.0
814,2900000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",930.0,2.0,2.0
815,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1015.0,2.0,2.0
816,4200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1190.0,3.0,2.0
817,4000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1190.0,3.0,2.0
818,3200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1005.0,2.0,2.0
819,3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",885.0,2.0,2.0
820,4000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1102.0,3.0,2.0
821,3600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",980.0,2.0,2.0
823,3600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1125.0,2.0,2.0
824,3400000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",975.0,2.0,2.0
825,5600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1535.0,3.0,2.0
826,2900000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",950.0,2.0,2.0
827,3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",985.0,2.0,2.0
828,3200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",949.0,2.0,2.0
829,2600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",815.0,2.0,2.0
830,2900000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",890.0,2.0,2.0
831,3100000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",825.0,2.0,2.0
835,3900000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1100.0,2.0,2.0
838,3600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
840,4100000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1125.0,3.0,2.0
841,3800000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1196.0,2.0,2.0
842,5500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1510.0,3.0,2.0
843,2800000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",795.0,2.0,2.0
844,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1041.0,2.0,2.0
846,4100000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1140.0,3.0,3.0
849,5000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1425.0,3.0,2.0
850,2950000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",800.0,2.0,2.0
852,5800000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1660.0,3.0,2.0
853,3800000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1108.0,2.0,2.0
854,2950000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",895.0,2.0,2.0
855,3800000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1108.0,2.0,2.0
857,2950000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",960.0,2.0,2.0
858,3210000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1004.0,2.0,2.0
860,4000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1252.0,2.0,3.0
861,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",976.0,2.0,2.0
862,3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",807.0,2.0,2.0
863,3800000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1150.0,2.0,2.0
864,3750000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1210.0,2.0,3.0
865,3400000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",920.0,2.0,2.0
867,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",995.0,3.0,2.0
868,2900000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",890.0,2.0,2.0
869,2850000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",825.0,2.0,2.0
871,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1050.0,2.0,2.0
872,4500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1270.0,3.0,2.0
873,3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",980.0,2.0,2.0
875,4500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1200.0,2.0,2.0
876,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",945.0,2.0,2.0
877,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",976.0,2.0,2.0
878,5670000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1510.0,3.0,3.0
879,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
880,3400000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1130.0,2.0,2.0
881,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1041.0,2.0,2.0
883,4900000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1450.0,3.0,2.0
884,4000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1300.0,2.0,2.0
885,3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",958.0,2.0,2.0
886,3500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1125.0,2.0,2.0
887,4500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1250.0,2.0,2.0
889,3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",800.0,2.0,2.0
890,4500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1250.0,2.0,2.0
891,5500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1450.0,3.0,3.0
892,3400000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
893,4600000.0,"Raj Nagar Extension, Ghaziabad, Garhi, Ghaziabad, Delhi NCR",1175.0,3.0,2.0
894,5500000.0,"Raj Nagar Extension, Ghaziabad, Garhi, Ghaziabad, Delhi NCR",1470.0,3.0,2.0
895,3000000.0,"Raj Nagar Extension, Ghaziabad, Garhi, Ghaziabad, Delhi NCR",918.0,2.0,2.0
896,3400000.0,"Raj Nagar Extension, Ghaziabad, Garhi, Ghaziabad, Delhi NCR",1025.0,2.0,2.0
897,3100000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1075.0,2.0,2.0
898,3900000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1125.0,2.0,2.0
899,3900000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1135.0,2.0,2.0
900,3850000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1080.0,2.0,2.0
901,2800000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",920.0,2.0,2.0
903,3600000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1144.0,2.0,2.0
904,2600000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",885.0,2.0,2.0
905,3200000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1050.0,2.0,2.0
906,4000000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1199.0,3.0,2.0
907,4000000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1080.0,2.0,2.0
908,3500000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",975.0,2.0,2.0
909,3500000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1200.0,2.0,2.0
910,5700000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1630.0,3.0,3.0
911,3900000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1140.0,2.0,2.0
912,3200000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",995.0,2.0,2.0
913,3500000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1050.0,2.0,2.0
914,3000000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",890.0,2.0,2.0
915,3250000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1035.0,2.0,2.0
916,3500000.0,"Rajendra Nagar, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
917,5400000.0,"Rajendra Nagar, Ghaziabad, Delhi NCR",1300.0,3.0,2.0
918,4200000.0,"Rajendra Nagar, Ghaziabad, Delhi NCR",1200.0,3.0,3.0
919,5500000.0,"Rajendra Nagar, Ghaziabad, Delhi NCR",1300.0,3.0,2.0
920,2600000.0,"Rajendra Nagar, Ghaziabad, Delhi NCR",750.0,2.0,2.0
921,4500000.0,"Rajendra Nagar, Ghaziabad, Delhi NCR",1100.0,3.0,2.0
922,5500000.0,"Rajendra Nagar, Ghaziabad, Delhi NCR",1250.0,3.0,2.0
923,5560000.0,"Rajendra Nagar, Ghaziabad, Delhi NCR",1400.0,3.0,3.0
924,22500000.0,"Rajouri Garden, New Delhi - West, Delhi NCR",1800.0,4.0,4.0
925,25000000.0,"Rajouri Garden, New Delhi - West, Delhi NCR",2880.0,3.0,3.0
926,6500000.0,"Rajouri Garden, New Delhi - West, Delhi NCR",800.0,2.0,2.0
927,3700000.0,"Ramprastha Colony, Ghaziabad, Delhi NCR",800.0,2.0,2.0
928,4900000.0,"Ramprastha Colony, Ghaziabad, Delhi NCR",900.0,2.0,2.0
929,3400000.0,"Ramprastha Colony, Ghaziabad, Delhi NCR",760.0,2.0,2.0
930,5500000.0,"Ramprastha Colony, Ghaziabad, Delhi NCR",1100.0,2.0,2.0
931,4900000.0,"Rampuri, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
932,4500000.0,"Rampuri, Ghaziabad, Delhi NCR",950.0,2.0,2.0
935,3500000.0,"Sahibabad, Ghaziabad, Delhi NCR",891.0,2.0,2.0
936,4200000.0,"Sahibabad, Ghaziabad, Delhi NCR",995.0,2.0,2.0
938,5000000.0,"Sahibabad, Ghaziabad, Delhi NCR",1000.0,3.0,2.0
939,3700000.0,"Sahibabad, Ghaziabad, Delhi NCR",800.0,2.0,2.0
941,4000000.0,"Sahibabad, Ghaziabad, Delhi NCR",950.0,2.0,2.0
942,3500000.0,"Sahibabad, Ghaziabad, Delhi NCR",750.0,2.0,2.0
943,6160000.0,"Sahibabad, Ghaziabad, Delhi NCR",1450.0,2.0,2.0
944,3800000.0,"Sahibabad, Ghaziabad, Delhi NCR",900.0,2.0,2.0
945,2840000.0,"Sahibabad, Ghaziabad, Delhi NCR",668.0,2.0,2.0
948,4500000.0,"Sahibabad, Ghaziabad, Delhi NCR",850.0,2.0,2.0
949,5500000.0,"Sahibabad, Ghaziabad, Delhi NCR",1150.0,3.0,3.0
950,4000000.0,"Sahibabad, Ghaziabad, Delhi NCR",950.0,2.0,2.0
951,6000000.0,"Sahibabad, Ghaziabad, Delhi NCR",1300.0,2.0,2.0
952,5500000.0,"Sahibabad, Ghaziabad, Delhi NCR",1190.0,2.0,2.0
953,9000000.0,"Sahibabad, Ghaziabad, Delhi NCR",1800.0,3.0,3.0
954,2900000.0,"Sahibabad, Ghaziabad, Delhi NCR",600.0,2.0,2.0
955,5200000.0,"Sahibabad, Ghaziabad, Delhi NCR",1100.0,2.0,2.0
956,5500000.0,"Sahibabad, Ghaziabad, Delhi NCR",1190.0,2.0,2.0
957,4600000.0,"Sahibabad, Ghaziabad, Delhi NCR",900.0,3.0,2.0
958,5500000.0,"Sahibabad, Ghaziabad, Delhi NCR",1125.0,2.0,2.0
960,3770000.000000001,"Sahibabad, Ghaziabad, Delhi NCR",800.0,2.0,2.0
961,3500000.0,"Sahibabad, Ghaziabad, Delhi NCR",890.0,2.0,2.0
962,2400000.0,"Sahibabad, Ghaziabad, Delhi NCR",623.0,2.0,2.0
963,8500000.0,"Sahibabad, Ghaziabad, Delhi NCR",1690.0,3.0,3.0
964,9000000.0,"Sahibabad, Ghaziabad, Delhi NCR",1755.0,3.0,3.0
965,5500000.0,"Sahibabad, Ghaziabad, Delhi NCR",1200.0,3.0,2.0
966,3500000.0,"Sainik Colony, Faridabad, Delhi NCR",802.0,2.0,2.0
967,8500000.0,"Sainik Colony, Faridabad, Delhi NCR",1685.0,3.0,4.0
968,4800000.0,"Sainik Colony, Faridabad, Delhi NCR",1180.0,3.0,2.0
969,4700000.0,"Sector 1 Vaishali, Ghaziabad, Delhi NCR",900.0,2.0,2.0
970,4500000.0,"Sector 1 Vaishali, Ghaziabad, Delhi NCR",850.0,2.0,2.0
971,8500000.0,"Sector 1 Vaishali, Ghaziabad, Delhi NCR",1515.0,3.0,3.0
972,5800000.0,"Sector 1 Vaishali, Ghaziabad, Delhi NCR",930.0,2.0,2.0
973,4800000.0,"Sector 1 Vaishali, Ghaziabad, Delhi NCR",900.0,2.0,2.0
974,4240000.0,"Sector 1 Vaishali, Ghaziabad, Delhi NCR",800.0,2.0,2.0
975,4200000.0,"Sector 1 Vasundhara, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
976,4200000.0,"Sector 1 Vasundhara, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
977,5000000.0,"Sector 1 Vasundhara, Ghaziabad, Delhi NCR",1250.0,3.0,2.0
978,5000000.0,"Sector 1 Vasundhara, Ghaziabad, Delhi NCR",1250.0,3.0,2.0
979,3500000.0,"Sector 1 Vasundhara, Ghaziabad, Delhi NCR",850.0,2.0,2.0
980,3200000.0,"Sector 1 Vasundhara, Ghaziabad, Delhi NCR",800.0,2.0,2.0
981,5000000.0,"Sector 1, Greater Noida, Delhi NCR",1441.0,3.0,3.0
982,3260000.0,"Sector 1, Greater Noida, Delhi NCR",930.0,2.0,2.0
983,4200000.0,"Sector 1, Greater Noida, Delhi NCR",1090.0,2.0,2.0
984,3500000.0,"Sector 1, Greater Noida, Delhi NCR",995.0,2.0,2.0
985,5000000.0,"Sector 1, Greater Noida, Delhi NCR",1300.0,3.0,3.0
986,6500000.0,"Sector 1, Greater Noida, Delhi NCR",1710.0,3.0,4.0
987,4940000.0,"Sector 1, Greater Noida, Delhi NCR",1304.0,3.0,2.0
988,4700000.0,"Sector 1, Greater Noida, Delhi NCR",1290.0,3.0,3.0
989,4500000.0,"Sector 1, Greater Noida, Delhi NCR",1272.0,2.0,2.0
990,4200000.0,"Sector 10, Greater Noida, Delhi NCR",1100.0,2.0,2.0
991,4600000.0,"Sector 10, Greater Noida, Delhi NCR",1179.0,3.0,2.0
992,4000000.0,"Sector 10, Greater Noida, Delhi NCR",965.0,2.0,2.0
993,4500000.0,"Sector 102, Gurgaon, Delhi NCR",800.0,3.0,2.0
994,4200000.0,"Sector 102, Gurgaon, Delhi NCR",632.0,2.0,2.0
995,12000000.0,"Sector 102, Gurgaon, Delhi NCR",1880.0,3.0,3.0
996,9500000.0,"Sector 102, Gurgaon, Delhi NCR",1650.0,3.0,4.0
997,10000000.0,"Sector 102, Gurgaon, Delhi NCR",1650.0,3.0,3.0
998,13000000.0,"Sector 102, Gurgaon, Delhi NCR",1889.0,3.0,3.0
999,3300000.0,"Sector 102, Gurgaon, Delhi NCR",600.0,2.0,2.0
1000,9200000.0,"Sector 102, Gurgaon, Delhi NCR",1368.0,2.0,2.0
1001,3500000.0,"Sector 102, Gurgaon, Delhi NCR",600.0,2.0,2.0
1002,4100000.0,"Sector 102, Gurgaon, Delhi NCR",606.0,2.0,2.0
1003,13000000.0,"Sector 102, Gurgaon, Sector 102, Gurgaon, Delhi NCR",2200.0,3.0,3.0
1004,12000000.0,"Sector 102, Gurgaon, Sector 102, Gurgaon, Delhi NCR",1942.0,3.0,4.0
1005,9600000.0,"Sector 102, Gurgaon, Sector 102, Gurgaon, Delhi NCR",1650.0,3.0,3.0
1006,6990000.000000001,"Sector 103, Gurgaon, Delhi NCR",1361.0,2.0,2.0
1007,5500000.0,"Sector 103, Gurgaon, Delhi NCR",1097.0,2.0,2.0
1008,10000000.0,"Sector 103, Gurgaon, Delhi NCR",1940.0,3.0,3.0
1009,7500000.0,"Sector 103, Gurgaon, Delhi NCR",1450.0,2.0,2.0
1010,12000000.0,"Sector 104, Gurgaon, Delhi NCR",1550.0,2.0,2.0
1012,7700000.0,"Sector 104, Gurgaon, Delhi NCR",1269.0,2.0,2.0
1013,4000000.0,"Sector 104, Gurgaon, Delhi NCR",568.0,2.0,2.0
1014,8500000.0,"Sector 104, Gurgaon, Delhi NCR",1446.0,2.0,2.0
1015,3600000.0,"Sector 104, Gurgaon, Delhi NCR",569.0,2.0,2.0
1016,7500000.0,"Sector 104, Gurgaon, Delhi NCR",1099.0,2.0,2.0
1017,17000000.0,"Sector 104, Gurgaon, Delhi NCR",2186.0,3.0,3.0
1018,11000000.0,"Sector 104, Gurgaon, Delhi NCR",1647.0,3.0,3.0
1019,5500000.0,"Sector 106, Gurgaon, Delhi NCR",1000.0,2.0,2.0
1020,7800000.0,"Sector 106, Gurgaon, Delhi NCR",1385.0,2.0,2.0
1021,9500000.0,"Sector 106, Gurgaon, Delhi NCR",1800.0,3.0,3.0
1022,11000000.0,"Sector 106, Gurgaon, Delhi NCR",1760.0,3.0,3.0
1023,12500000.0,"Sector 107, Gurgaon, Delhi NCR",2361.0,3.0,4.0
1024,2900000.0,"Sector 107, Gurgaon, Delhi NCR",548.0,2.0,2.0
1025,10000000.0,"Sector 107, Gurgaon, Delhi NCR",1943.0,3.0,3.0
1026,3000000.0,"Sector 107, Gurgaon, Delhi NCR",554.0,2.0,2.0
1027,8500000.0,"Sector 107, Gurgaon, Delhi NCR",1534.0,2.0,2.0
1028,11000000.0,"Sector 107, Gurgaon, Delhi NCR",1943.0,3.0,3.0
1029,7800000.0,"Sector 107, Noida, Delhi NCR",1295.0,2.0,2.0
1030,9860000.0,"Sector 107, Noida, Delhi NCR",1730.0,3.0,3.0
1031,10500000.0,"Sector 107, Noida, Delhi NCR",1730.0,3.0,4.0
1032,6700000.0,"Sector 107, Noida, Delhi NCR",1095.0,2.0,2.0
1033,11500000.0,"Sector 107, Noida, Delhi NCR",1730.0,3.0,4.0
1034,30000000.0,"Sector 107, Noida, Delhi NCR",4644.0,4.0,4.0
1035,9000000.0,"Sector 107, Noida, Delhi NCR",1405.0,3.0,3.0
1036,12900000.0,"Sector 108, Gurgaon, Delhi NCR",2003.0,3.0,3.0
1037,7500000.0,"Sector 108, Gurgaon, Delhi NCR",1365.0,2.0,2.0
1038,11000000.0,"Sector 108, Gurgaon, Delhi NCR",1795.0,2.0,2.0
1039,8100000.0,"Sector 108, Gurgaon, Delhi NCR",1283.0,2.0,3.0
1040,8000000.0,"Sector 109, Gurgaon, Delhi NCR",1457.0,3.0,2.0
1041,10500000.0,"Sector 109, Gurgaon, Delhi NCR",1785.0,3.0,3.0
1042,14000000.0,"Sector 109, Gurgaon, Delhi NCR",2050.0,3.0,3.0
1043,11500000.0,"Sector 109, Gurgaon, Delhi NCR",2000.0,3.0,3.0
1044,6500000.0,"Sector 10A, Gurgaon, Delhi NCR",1250.0,2.0,2.0
1045,8000000.0,"Sector 10A, Gurgaon, Delhi NCR",1600.0,3.0,2.0
1046,8500000.0,"Sector 10A, Gurgaon, Delhi NCR",1785.0,3.0,2.0
1047,8500000.0,"Sector 11, Faridabad, Delhi NCR",1600.0,3.0,2.0
1048,6000000.0,"Sector 11, Faridabad, Delhi NCR",1250.0,3.0,2.0
1049,6000000.0,"Sector 11, Faridabad, Delhi NCR",1350.0,3.0,2.0
1050,9500000.0,"Sector 11, Faridabad, Delhi NCR",1944.0,3.0,3.0
1051,6500000.0,"Sector 11, Faridabad, Delhi NCR",1300.0,3.0,2.0
1052,6200000.0,"Sector 118, Noida, Delhi NCR",1255.0,3.0,2.0
1053,5700000.0,"Sector 118, Noida, Delhi NCR",1255.0,2.0,2.0
1054,7000000.0,"Sector 118, Noida, Delhi NCR",1425.0,3.0,3.0
1055,6100000.0,"Sector 118, Noida, Delhi NCR",1255.0,2.0,2.0
1056,5700000.0,"Sector 118, Noida, Delhi NCR",1260.0,2.0,2.0
1057,6150000.0,"Sector 118, Noida, Delhi NCR",1260.0,3.0,2.0
1058,5100000.0,"Sector 118, Noida, Delhi NCR",1095.0,2.0,2.0
1059,6200000.0,"Sector 118, Noida, Delhi NCR",1260.0,2.0,2.0
1060,6000000.0,"Sector 118, Noida, Delhi NCR",1255.0,2.0,2.0
1062,8500000.0,"Sector 119, Noida, Delhi NCR",1625.0,3.0,2.0
1063,7000000.0,"Sector 119, Noida, Delhi NCR",1372.0,3.0,3.0
1064,6300000.0,"Sector 119, Noida, Delhi NCR",1246.0,2.0,2.0
1065,7000000.0,"Sector 119, Noida, Delhi NCR",1365.0,3.0,2.0
1066,6500000.0,"Sector 119, Noida, Delhi NCR",1246.0,2.0,2.0
1067,6500000.0,"Sector 119, Noida, Delhi NCR",1296.0,2.0,3.0
1068,7400000.0,"Sector 119, Noida, Delhi NCR",1420.0,2.0,2.0
1069,7200000.0,"Sector 120, Noida, Delhi NCR",1550.0,3.0,3.0
1070,5000000.0,"Sector 120, Noida, Delhi NCR",1077.0,2.0,2.0
1071,8000000.0,"Sector 120, Noida, Delhi NCR",1578.0,3.0,2.0
1072,7000000.0,"Sector 120, Noida, Delhi NCR",1315.0,2.0,2.0
1073,5100000.0,"Sector 120, Noida, Delhi NCR",1075.0,2.0,2.0
1074,6500000.0,"Sector 120, Noida, Delhi NCR",1325.0,3.0,2.0
1075,6200000.0,"Sector 120, Noida, Delhi NCR",1325.0,3.0,2.0
1076,5000000.0,"Sector 120, Noida, Delhi NCR",950.0,2.0,2.0
1077,5400000.0,"Sector 120, Noida, Sector 120, Noida, Delhi NCR",1135.0,2.0,2.0
1078,8500000.0,"Sector 120, Noida, Sector 120, Noida, Delhi NCR",1670.0,3.0,3.0
1079,7000000.0,"Sector 128, Noida, Delhi NCR",1350.0,2.0,2.0
1080,18500000.0,"Sector 128, Noida, Delhi NCR",2627.0,3.0,3.0
1081,7500000.0,"Sector 128, Noida, Delhi NCR",1240.0,2.0,3.0
1082,3900000.0,"Sector 137, Noida, Delhi NCR",825.0,2.0,2.0
1083,9500000.0,"Sector 137, Noida, Delhi NCR",1758.0,3.0,3.0
1084,4000000.0,"Sector 137, Noida, Delhi NCR",890.0,2.0,2.0
1085,4500000.0,"Sector 137, Noida, Delhi NCR",960.0,2.0,2.0
1086,3500000.0,"Sector 137, Noida, Delhi NCR",825.0,2.0,2.0
1089,8070000.0,"Sector 137, Noida, Delhi NCR",1685.0,3.0,3.0
1090,5530000.0,"Sector 137, Noida, Delhi NCR",1045.0,2.0,2.0
1092,4100000.0,"Sector 137, Noida, Delhi NCR",890.0,2.0,2.0
1094,4400000.0,"Sector 137, Noida, Delhi NCR",1045.0,2.0,2.0
1095,5800000.0,"Sector 137, Noida, Delhi NCR",1110.0,2.0,2.0
1096,7059999.999999999,"Sector 137, Noida, Delhi NCR",1425.0,3.0,2.0
1097,4400000.0,"Sector 137, Noida, Delhi NCR",1040.0,2.0,2.0
1098,4100000.0,"Sector 137, Noida, Delhi NCR",925.0,2.0,2.0
1099,5500000.0,"Sector 137, Noida, Delhi NCR",1045.0,2.0,2.0
1100,3400000.0,"Sector 137, Noida, Delhi NCR",825.0,2.0,2.0
1101,5100000.0,"Sector 137, Noida, Delhi NCR",1195.0,2.0,2.0
1103,7000000.0,"Sector 137, Noida, Delhi NCR",1418.0,2.0,2.0
1104,8800000.0,"Sector 137, Noida, Delhi NCR",1595.0,3.0,3.0
1106,9000000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1950.0,4.0,3.0
1107,5800000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1195.0,2.0,2.0
1108,4700000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1040.0,2.0,2.0
1109,4500000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",890.0,2.0,2.0
1111,5100000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1082.0,2.0,2.0
1112,5100000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1045.0,2.0,2.0
1113,6000000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1110.0,2.0,2.0
1115,5000000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1040.0,2.0,2.0
